phrase,intent,parameters
Сделай скорость вентилятора максимальной,ac_fan_set,"{""speed"": ""max""}"
Убери нагрев на пассажирском сиденье,seat_heater_set,"{""seat"": ""passenger"", ""state"": ""off""}"
Включи вентиляцию сиденья пассажира на минимум,seat_vent_set,"{""seat"": ""passenger"", ""level"": 1}"
"Автоматический режим дождя включи, если начнётся дождь",rain_set,"{""mode"": ""auto"", ""state"": ""on""}"
Выключи дальний свет прямо сейчас,high_beam_set,"{""state"": ""off""}"
Переключи на Bluetooth источник,media_source_set,"{""source"": ""bluetooth""}"
Включи режим перемешивания композиций,media_shuffle_set,"{""state"": ""on""}"
"Пожалуйста, включи мой утренний плейлист, тот что для пробежек",play_music,"{""playlist"": ""утренний плейлист""}"
Включи станцию 101.2 FM,radio_set_station,"{""frequency"": ""101.2"", ""band"": ""FM""}"
Включи preset номер три,radio_set_station,"{""preset"": 3}"
Проложи маршрут до аэропорта терминала B,nav_start,"{""destination"": ""аэропорт терминал B""}"
"Отвези меня домой, пожалуйста",nav_start,"{""destination"": ""дом""}"
Позвонить на работу сейчас,call_start,"{""contact"": ""работа""}"
Как погода сегодня в городе?,chitchat,
"Расскажи-ка анекдот, чтобы немного развеселить меня",chitchat,
Отключи перемешивание треков,media_shuffle_set,"{""state"": ""off""}"
Поставь джазовую подборку,play_music,"{""genre"": ""джаз""}"
Добавь пару градусов к текущей температуре салона,ac_set,"{""delta"": 2}"
Понизь до девятнадцати градусов,ac_set,"{""temperature"": 19}"
Максимум подогрева на заднем левом сиденье,seat_heater_set,"{""seat"": ""rear_left"", ""level"": ""max""}"
Выключи обогрев стекол салона полностью,defrost_set,"{""target"": ""all"", ""state"": ""off""}"
"Сделай так, чтобы все окна были приоткрыты на пару сантиметров для проветривания салона",window_set,"{""window"": ""all"", ""action"": ""vent"", ""amount_cm"": 2}"
Не отвлекайте меня — включите навигацию до ближайшей заправки,nav_start,"{""destination"": ""ближайшая заправка""}"
"Включи радио, оно шипит, но нужно слушать новости",radio_set,
Настрой на частоту 102.5,radio_set_station,"{""station"": ""102.5""}"
"Построй маршрут в аэропорт и молчи со мной, пожалуйста",nav_start,"{""destination"": ""аэропорт""}"
Позвони Ольге срочно,call_start,"{""contact"": ""Ольга""}"
"Включи обогрев заднего стекла, пожалуйста",defrost_set,"{""side"": ""заднее""}"
Разморозь лобовое стекло быстро,defrost_set,"{""side"": ""лобовое""}"
"Включи кондиционер, холодно и туманно",ac_set,
"Выключи кондиционер, хватает",ac_off,
Установи температуру на 21 градус,ac_set,"{""temperature"": ""21""}"
"Холодно, убавь на две степени",ac_set,"{""delta"": ""две""}"
Увеличь вентилятор на максимум,ac_fan_set,"{""level"": ""max""}"
Подогрев сидений на вторую ступень,seat_heater_set,"{""level"": ""2""}"
Выключи вентиляцию сиденья пассажира,seat_vent_set,"{""seat"": ""пассажира"", ""state"": ""off""}"
"Нагрей руль, руки замёрзли",wheel_heater_set,"{""state"": ""on""}"
"Включи дворники, моросит дождь",wipers_set,"{""state"": ""on""}"
Установи скорость дворников на три,wipers_set,"{""level"": ""3""}"
"Врубить музыку, но не громко",play_music,
Переход к следующему треку,next_track,
Прокрутить назад,previous_track,
Переключись на USB-плеер,media_source_set,"{""source"": ""USB""}"
"Радио шипит, сбавь громкость",volume_change,
Настрой радио на Ретро FM,radio_set_station,"{""station"": ""Ретро FM""}"
Прекрати голосовые подсказки навигатора,nav_cancel,
"Подними трубку, прошу",call_answer,
Завершить вызов,call_hangup,
"Не отвлекай меня, еду в тумане",chitchat,
"Поговорим позже, я за рулём",chitchat,
"Шум в эфире, переключи станцию, пожалуйста",radio_set,
"Мне не по себе, оставь тишину в салоне",chitchat,
Громче немного,volume_change,
Убавь до двадцати процентов,volume_set,"{""level"": 20}"
Настройся на 101.5 FM,radio_set_station,"{""frequency"": 101.5}"
"Сделай прохладу, восемнадцать градусов",ac_set,"{""temperature"": 18}"
Погаси климат-контроль,ac_off,
Подогрев сидений уровень три для задних,seat_heater_set,"{""seat"": ""rear"", ""level"": 3}"
Выключи охлаждение заднего сиденья,seat_vent_set,"{""seat"": ""rear""}"
Растопи лёд на заднем стекле,defrost_set,"{""target"": ""rear""}"
"Плотно закрой люк, сейчас",sunroof_close,
"Включи джазовую подборку, пожалуйста",play_music,"{""genre"": ""jazz""}"
Громкость тридцать,volume_set,"{""level"": 30}"
Плейер на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Слушай радио на FM,radio_set,"{""band"": ""FM""}"
Поставь станцию восемьдесят семь точка семь,radio_set_station,"{""frequency"": 87.7}"
Набери +79261234567,call_start,"{""number"": ""+79261234567""}"
Закрой связь,call_hangup,
Задние окна опусти,window_set,"{""target"": ""rear"", ""position"": ""down""}"
"Пожалуйста, закрой все окна",window_set,"{""target"": ""all"", ""state"": ""close""}"
Переключи режим климата на обогрев,ac_mode_set,"{""mode"": ""heat""}"
Запусти дефрост заднего стекла,defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
"Убери запотевание на лобовом, пожалуйста",defrost_set,"{""target"": ""front"", ""state"": ""on""}"
Воспроизведи плейлист Дорожные хиты,play_music,"{""playlist"": ""Дорожные хиты""}"
Дворники на три скорости,wipers_set,"{""speed"": 3}"
Отопление руля выключи,wheel_heater_set,"{""state"": ""off""}"
"Мне холодно, сделай потеплее на пару градусов",ac_set,"{""delta"": 2}"
"Пожалуйста, открой окно пассажира слегка",window_set,"{""target"": ""passenger"", ""position"": ""slightly""}"
Хочу тишины — выключи музыку и радио,stop_music,
Построй кратчайший маршрут на парковку рядом с торговым центром и избегай платных дорог,nav_start,"{""destination"": ""парковка рядом с торговым центром"", ""avoid"": ""tolls""}"
"Мне нужно добраться до аэропорта, не через центр и побыстрее",nav_start,"{""destination"": ""аэропорт"", ""avoid"": ""center"", ""preference"": ""fastest""}"
Какая сегодня погода по дороге?,chitchat,
"На паузу, пожалуйста",media_pause,
"Можешь вернуть предыдущую песню, я передумал",previous_track,
Открой заднее правое окно до максимума,window_set,"{""side"": ""right"", ""position"": ""rear"", ""percent"": 100}"
Приоткрой окно,window_set,
"Спасибо, ты выручил",chitchat,
"Обдув на лицо и ноги, пожалуйста",ac_mode_set,"{""mode"": ""face_and_feet""}"
Сделай обогрев задних кресел поменьше,seat_heater_set,"{""seat"": ""rear""}"
Включи вентиляцию всех кресел,seat_vent_set,"{""scope"": ""all""}"
Воспроизведи классику,play_music,"{""genre"": ""classical""}"
Включи плейлист «Дорожный»,play_music,"{""playlist"": ""Дорожный""}"
Радио на частоту 101.2 FM,radio_set_station,"{""frequency"": 101.2, ""band"": ""FM""}"
Построй маршрут до почты,nav_start,"{""destination"": ""почта""}"
Дворники на быструю скорость,wipers_set,"{""speed"": ""high""}"
Поставь громкость на двенадцать,volume_set,"{""level"": 12}"
Переключи источник на USB-1,media_source_set,"{""source"": ""USB-1""}"
Повтори альбом целиком,media_repeat_set,"{""mode"": ""album""}"
Наставь станцию на «Маяк»,radio_set_station,"{""station_name"": ""Маяк""}"
"Начни маршрут до дома через М4, объедь пробки и выбери самый быстрый путь",nav_start,"{""destination"": ""дом""}"
Какую сегодня погоду в городе?,chitchat,
Подними стекло пассажира на двадцать процентов,window_set,"{""window"": ""front_passenger"", ""position"": 20, ""action"": ""raise""}"
Сделай температуру кондиционера двадцать два градуса,ac_set,"{""temperature"": 22}"
Убавь вентилятор на два,ac_fan_set,"{""direction"": ""decrease"", ""amount"": 2}"
Подогрей моё сиденье на три,seat_heater_set,"{""seat"": ""driver"", ""level"": 3}"
Включи обогрев стекла,defrost_set,"{""target"": ""front"", ""action"": ""on""}"
Сними обледенение заднего стекла,defrost_set,"{""target"": ""rear"", ""action"": ""on""}"
Приподними только заднюю часть люка,sunroof_set,"{""mode"": ""tilt_rear""}"
Перейди на следующий трек без вопросов,next_track,
Слушать Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Повторить всё,media_repeat_set,"{""mode"": ""all""}"
Проклади маршрут до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
"Прокладывай маршрут на улицу Ленина, 10",nav_start,"{""destination"": ""улица Ленина, 10""}"
Набери +7 912 345-67-89,call_start,"{""number"": ""+79123456789""}"
Переключи дальний на автомат,high_beam_set,"{""state"": ""auto""}"
Протри стекло дворниками три раза,wipers_set,"{""cycles"": 3}"
Подогрев руля на максимум,wheel_heater_set,"{""level"": ""max""}"
Как у нас дела?,chitchat,
"Поставь на паузу эту композицию, пожалуйста",media_pause,
Можешь переключить на предыдущую песню?,previous_track,
Сделай звук потише процентов на двадцать,volume_change,"{""delta"": 20, ""unit"": ""percent""}"
"Хочу прохладу, включи кондиционер",ac_set,"{""state"": ""on""}"
Режим экономии для климата,ac_mode_set,"{""mode"": ""eco""}"
Переключись в автоматический режим кондиционера,ac_mode_set,"{""mode"": ""auto""}"
Поставь обороты вентилятора на максимум,ac_fan_set,"{""level"": ""max""}"
Подогрев сиденья водителя на средний,seat_heater_set,"{""seat"": ""driver"", ""level"": ""medium""}"
Охлади сиденье пассажира полностью,seat_vent_set,"{""seat"": ""passenger"", ""level"": ""high""}"
"Оттаять стекла, передний обогрев",defrost_set,"{""target"": ""front"", ""state"": ""on""}"
Задний обогрев стекла — врубай,defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
Переключи трек вперед,next_track,
Случайный порядок воспроизведения,media_shuffle_set,"{""state"": ""on""}"
"Радио на волну 'Эхо', пожалуйста",radio_set_station,"{""station_name"": ""Эхо""}"
"Навигатор, поехали до Красной площади",nav_start,"{""destination"": ""Красная площадь""}"
Автовключение дождя активируй,rain_set,"{""mode"": ""auto""}"
Деактивируй датчик дождя,rain_set,"{""mode"": ""off""}"
"Пожалуйста, приглуши музыку",volume_change,
"Давай следующую песню, и побыстрее",next_track,
"Верни прошлый трек, пожалуйста",previous_track,
Поставь музыку с USB,media_source_set,"{""source"": ""USB""}"
Хочу слушать подкасты с онлайн-сервиса,media_source_set,"{""source"": ""online""}"
Продолжай играть,play_music,
Останови радио,radio_set,"{""state"": ""off""}"
Очисти лобовое от инея,defrost_set,"{""target"": ""front"", ""intensity"": ""max""}"
"Холоднее в салоне, уменьшай температуру на три градуса",ac_set,"{""delta"": -3}"
Подними окно пассажира до половины,window_set,"{""side"": ""passenger"", ""position"": ""50%"", ""action"": ""raise""}"
Включи климат‑контроль на 22 градуса,ac_set,"{""temperature"": ""22""}"
Охлаждение на максимум,ac_mode_set,"{""mode"": ""max_cool""}"
Выключи обдув вообще,ac_fan_set,"{""level"": ""0""}"
Подогрей переднее пассажирское сиденье на уровень два,seat_heater_set,"{""seat"": ""front_passenger"", ""level"": ""2""}"
Включи вентиляцию в водительском кресле,seat_vent_set,"{""seat"": ""driver"", ""state"": ""on""}"
Останови вентиляцию на пассажирском,seat_vent_set,"{""seat"": ""passenger"", ""state"": ""off""}"
Включи разморозку лобового стекла,defrost_set,"{""side"": ""front"", ""state"": ""on""}"
"Сними лед с заднего стекла, пожалуйста",defrost_set,"{""side"": ""rear"", ""state"": ""on""}"
Включи навигацию до аэропорта Шереметьево и проложи маршрут с учётом пробок,nav_start,"{""destination"": ""Аэропорт Шереметьево""}"
Поставь фары в автоматический режим,headlights_set,"{""mode"": ""auto""}"
Включить дальний свет,high_beam_set,"{""state"": ""on""}"
Активируй режим дождя для дворников,rain_set,"{""state"": ""on""}"
"Охлади руль, отключи подогрев",wheel_heater_set,"{""state"": ""off""}"
"Как думаешь, какая погода сегодня?",chitchat,
Расскажи какую-нибудь шутку,chitchat,
Сделай погромче на пять делений,volume_change,"{""change"": ""up"", ""amount"": ""5""}"
Найди волну Эхо Москвы,radio_set_station,"{""station"": ""Эхо Москвы""}"
"Проложи маршрут к улице Ленина дом пятнадцать, избегай платных дорог",nav_start,"{""destination"": ""ул. Ленина, 15"", ""avoid"": ""tolls""}"
"Спасибо, ты лучший",chitchat,
"Приоткрой правое окно на пять сантиметров, руки мёрзнут",window_set,"{""side"": ""right"", ""position_cm"": 5}"
Приоткрой форточку — чуть воздуху в туман,window_set,"{""side"": ""vent"", ""position"": ""slightly_open""}"
Убавь климат на один градус,ac_set,"{""temperature_c"": -1}"
"Холоднее, пожалуйста, градусов на три",ac_set,"{""delta_c"": -3}"
"Нагрей до двадцати пяти, руки совсем мёрзнут",ac_set,"{""temperature_c"": 25}"
Выключи кондиционер — не хочу лишних шумов,ac_off,
Отключи систему климат-контроля,ac_off,
"Переключи на рециркуляцию, в тумане лучше не гонять внешний воздух",ac_mode_set,"{""mode"": ""recirculation""}"
Включи кондиционер на обдув ног,ac_mode_set,"{""mode"": ""floor""}"
"Максимальная скорость вентилятора, холодно на трассе",ac_fan_set,"{""fan_level"": ""max""}"
Уменьши обдув на один шаг,ac_fan_set,"{""delta"": -1}"
Включи обогрев заднего сиденья — дети замёрзли,seat_heater_set,"{""seat"": ""rear"", ""state"": ""on""}"
"Поставь подогрев на максимум, руки совсем холодные",seat_heater_set,"{""level"": ""max""}"
Сделай тёплее пассажирское кресло на средний режим,seat_heater_set,"{""seat"": ""passenger"", ""level"": ""medium""}"
"Включи обдув стекол, морозец и туман",defrost_set,"{""target"": ""front"", ""state"": ""on""}"
"Распахни люк немного, хочу свежего воздуха, но осторожно на трассе",sunroof_set,"{""action"": ""tilt_open"", ""position"": ""slightly""}"
"Приоткрой крышу на пару сантиметров, но не отвлекай меня",sunroof_set,"{""action"": ""open"", ""position_cm"": 2}"
Немедленно закрыть крышу,sunroof_close,
"Включи музыку, что-нибудь спокойное для фона в тумане",play_music,"{""mood"": ""calm""}"
"Давай музыку — голос не перебивай разговоры, тихо и ровно",play_music,"{""volume_preference"": ""low""}"
"Проиграй мою подборку на дороге, не хочу возиться с телефоном",play_music,"{""source"": ""playlist""}"
Приостанови трек на секунду,media_pause,
Не та песня — вперёд,next_track,
"Назад, к прошлой песне",previous_track,
Громче на два шага,volume_change,"{""delta_steps"": 2}"
Сбавь звук раз и навсегда,volume_change,"{""delta_steps"": -1}"
"Сделай потише, руки холодные, не хочу отвлекаться",volume_change,"{""reason"": ""hands_cold""}"
Поставь уровень звука на три,volume_set,"{""level"": 3}"
"Верни звук, включи без звука нет",volume_mute_set,"{""mute"": false}"
Переключи источник на Bluetooth — телефон в кармане,media_source_set,"{""source"": ""bluetooth""}"
Повтор включи для этого альбома,media_repeat_set,"{""state"": ""on""}"
"Перемешать плейлист, пусть играет по-другому",media_shuffle_set,"{""state"": ""on""}"
Переключись на цифровое радио DAB,radio_set,"{""band"": ""DAB""}"
"Поставь FM 87.5, возможно связь лучше на трассе",radio_set_station,"{""frequency_mhz"": 87.5}"
Поездка домой: проложи маршрут по трассе без разворотов,nav_start,"{""destination"": ""home"", ""preferences"": ""highway""}"
"Навигатор — домой, не отвлекать меня на каждом перекрёстке",nav_start,"{""destination"": ""home"", ""voice_guidance"": ""minimal""}"
Проклади маршрут до ближайшей стоянки в тумане,nav_start,"{""destination"": ""nearest_parking""}"
"Отмени маршрут, я сам разберусь",nav_cancel,
"Позвони Саше, скажи, что еду по трассе",call_start,"{""contact"": ""Саша""}"
"Набери Костю, быстро и тихо",call_start,"{""contact"": ""Костя"", ""tone"": ""quiet""}"
"Подними трубку, пожалуйста",call_answer,
"Сбрось разговор, отвлекать не буду",call_hangup,
Включи ближний свет — туман сильный,headlights_set,"{""mode"": ""low_beam"", ""state"": ""on""}"
"Включи дальний, если нужно подсветить дорогу",high_beam_set,"{""state"": ""on""}"
Автоматический дальний не нужен сейчас,high_beam_set,"{""state"": ""off""}"
"Включи дворники на среднюю скорость, дорога мокрая",wipers_set,"{""speed"": ""medium""}"
Поставь режим дождя — чувствительность высокая,rain_set,"{""sensitivity"": ""high""}"
"Включи подогрев руля, руки почти не чувствую",wheel_heater_set,"{""state"": ""on""}"
Опусти левое стекло чуть-чуть,window_set,"{""side"": ""левое"", ""position"": ""немного""}"
Отогрей мне руль,wheel_heater_set,"{""action"": ""включить""}"
Мне холодно в руках — побольше обдув в ноги,ac_fan_set,"{""direction"": ""ноги"", ""intensity"": ""увеличить""}"
Выключи всякую музыку,stop_music,
Включи спокойную музыку из плейлиста «Утро»,play_music,"{""playlist"": ""Утро""}"
Поставь радио на FM 101.2,radio_set,"{""frequency"": ""101.2""}"
Найди станцию «Рассвет»,radio_set_station,"{""station"": ""Рассвет""}"
Навигируй до офиса по кратчайшему маршруту,nav_start,"{""destination"": ""офис"", ""route"": ""кратчайший""}"
Промежуточный дальний,high_beam_set,"{""action"": ""toggle""}"
Дождь включи режим автоматического дождя,rain_set,"{""mode"": ""auto""}"
Поддуй на стекло горячим — машины после мойки в каплях,defrost_set,"{""area"": ""стекло"", ""mode"": ""горячий""}"
"Обдув на максимум, чтобы быстро просушить лобовое",ac_fan_set,"{""intensity"": ""максимум"", ""purpose"": ""лобовое""}"
Немного отоприте боковые окна — запотевает,window_set,"{""side"": ""боковые"", ""position"": ""немного""}"
"Стихийно тихо, включи только радио на фоне",play_music,"{""style"": ""тихо"", ""source"": ""радио""}"
Прекрати воспроизведение этого подкаста,stop_music,
Поставь на паузу музыку и помолчи пару минут,media_pause,"{""duration_minutes"": 2}"
"Следующий, пожалуйста, но не громко",next_track,
Включи источник USB,media_source_set,"{""source"": ""USB""}"
Случайное — выключено,media_shuffle_set,"{""shuffle"": ""off""}"
Я не хочу музыку сейчас,stop_music,
"Радио помолчи, пожалуйста",volume_mute_set,"{""target"": ""радио""}"
Постучишься в навигатор — дом по короткому пути,nav_start,"{""destination"": ""дом"", ""route"": ""кратчайший""}"
"Отмени навигацию до работы, передумал",nav_cancel,"{""destination"": ""работа""}"
Прими звонок от Оли,call_answer,"{""contact"": ""Оля""}"
Набери номер такси,call_start,"{""contact"": ""такси""}"
"Понизь обдув, я хочу тишину, руки греются от перчаток",ac_fan_set,"{""intensity"": ""понизить""}"
"Подожди, закрой окно пассажира",window_set,"{""side"": ""пассажира"", ""position"": ""закрыть""}"
"Голос тихий, но включи подсветку приборов",chitchat,
Как туман повлияет на маршрут?,chitchat,
"Мне холодно, включи вентиляцию сиденья напомну на два",seat_vent_set,"{""seat"": ""не указан"", ""level"": 2}"
"Осторожно с обдувом, не суши лицо",ac_mode_set,"{""mode"": ""щадящий""}"
"Подними дальний, если нужно",high_beam_set,"{""action"": ""conditional""}"
Подогрей кресло пассажира на одно деление,seat_heater_set,"{""seat"": ""пассажира"", ""level"": 1}"
"Тихо, пожалуйста — оставь только фоновые шумы и дождик",chitchat,
Подними лобовое наполовину,window_set,"{""window"": ""front"", ""percent"": 50}"
Открой заднее левое стекло на сантиметр,window_set,"{""side"": ""rear_left"", ""distance_cm"": 1}"
Поставь двадцать три градуса,ac_set,"{""temperature_c"": 23}"
Снизь скорость вентилятора до трёх,ac_fan_set,"{""level"": 3}"
"Фронтальный обогрев стекол, сейчас!",defrost_set,"{""area"": ""front"", ""state"": ""on""}"
Выключи обогрев стекла заднего,defrost_set,"{""area"": ""rear"", ""state"": ""off""}"
"Сделай люк на щель, проветри салон",sunroof_set,"{""position"": ""tilt""}"
Больше подогрева для пассажира,seat_heater_set,"{""side"": ""passenger"", ""adjust"": ""increase""}"
Снижь подогрев заднего правого кресла,seat_heater_set,"{""side"": ""rear_right"", ""adjust"": ""decrease""}"
Вентилирование водителя пожалуйста,seat_vent_set,"{""side"": ""driver""}"
Поставь плейлист 'По дороге на работу',play_music,"{""playlist"": ""По дороге на работу""}"
Давай предыдущую,previous_track,
Громкость тише на три деления,volume_change,"{""delta"": -3}"
Уровень 7,volume_set,"{""level"": 7}"
Режим дождя активируй,rain_set,"{""mode"": ""on""}"
"Мне хочется чего-то спокойного, включи джазовый плейлист из библиотеки",play_music,"{""genre"": ""jazz""}"
Проклади маршрут до ближайшей заправки и объедь платные дороги,nav_start,"{""destination"": ""заправка"", ""avoid_tolls"": true}"
Сделай потише до пятого уровня,volume_set,"{""level"": 5}"
"Переключись на УКВ сто одна точка два, слушать новости",radio_set_station,"{""frequency"": ""101.2""}"
"Включи экономичный режим климата, чтобы батарея дольше держала заряд",ac_mode_set,"{""mode"": ""eco""}"
Какой сегодня пробок прогноз?,chitchat,
"Закрой, пожалуйста, люк",sunroof_close,
Сдвинь крышу наполовину,sunroof_set,"{""position"": ""half""}"
Подними стекло водителя чуть-чуть,window_set,"{""window"": ""driver"", ""amount"": ""slightly""}"
Понизь стекло пассажира полностью,window_set,"{""window"": ""passenger"", ""state"": ""down_full""}"
Поставь кондиционер на пятнадцать градусов,ac_set,"{""temperature"": 15}"
Режим авто климат-контроля,ac_mode_set,"{""mode"": ""auto""}"
Увеличь вентилятор до четырёх,ac_fan_set,"{""speed"": 4}"
Включи тёплые сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": ""max""}"
Включи вентиляцию сидений пассажира,seat_vent_set,"{""seat"": ""passenger"", ""state"": ""on""}"
Положи маршрут домой,nav_start,"{""destination"": ""home""}"
Включи что-нибудь расслабляющее,play_music,"{""mood"": ""relax""}"
Поставь плейлист рок,play_music,"{""playlist"": ""rock""}"
Сделай потише на две единицы,volume_change,"{""amount"": 2, ""direction"": ""down""}"
Громкость десять,volume_set,"{""level"": 10}"
Включи радиостанцию 101.7 FM,radio_set_station,"{""frequency"": ""101.7FM""}"
Поставь волну на 89.5,radio_set_station,"{""frequency"": 89.5}"
Какое сегодня число?,chitchat,
"Спасибо, очень помог",chitchat,
Начни навигацию в центр города через кратчайший маршрут и избегай платных дорог,nav_start,"{""destination"": ""city_center"", ""route"": ""shortest"", ""avoid"": ""tolls""}"
Позвони по последнему входящему,call_start,"{""which"": ""last_incoming""}"
Порадуй меня шуткой,chitchat,
Проветри салон сейчас,window_set,"{""action"": ""ventilate""}"
Установи режим авто для климата,ac_mode_set,"{""mode"": ""auto""}"
Поменяй режим на рециркуляцию воздуха,ac_mode_set,"{""mode"": ""recirculation""}"
Повысь скорость вентиляции до пяти,ac_fan_set,"{""level"": 5}"
Включи подогрев водительского кресла на максимум,seat_heater_set,"{""seat"": ""водительское"", ""level"": ""max""}"
Включи вентиляцию заднего ряда,seat_vent_set,"{""seat"": ""задний ряд"", ""action"": ""on""}"
Пусти музыку,play_music,
Тунер на 101.2 FM,radio_set_station,"{""station"": ""101.2 FM""}"
Найдите ближайшую заправку и проложи маршрут,nav_start,"{""destination"": ""заправка""}"
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
"Расскажи анекдот, чтобы разрядить обстановку",chitchat,
"Поставь плейлист ""Утро"" из Spotify",play_music,"{""source"": ""Spotify"", ""playlist"": ""Утро""}"
Режим климат контроля: экономный,ac_mode_set,"{""mode"": ""eco""}"
Поставь вентилятор на половину мощности,ac_fan_set,"{""level"": ""50%""}"
"Запусти интенсивный обогрев лобового стекла, там лёд и видимость плохая",defrost_set,"{""target"": ""front"", ""level"": ""max""}"
Немного подогрей пассажирское сиденье,seat_heater_set,"{""seat"": ""пассажирское"", ""level"": ""low""}"
Вентиляция,seat_vent_set,
Включи бесшумный режим,volume_mute_set,"{""mute"": true}"
"Построй маршрут до дома через платные дороги, чтобы побыстрее добраться",nav_start,"{""destination"": ""дом"", ""route"": ""via_toll""}"
Чуть приподними заднее правое стекло,window_set,"{""window"": ""rear_right"", ""position"": ""slightly_up""}"
Опусти окно водителя наполовину,window_set,"{""window"": ""front_left"", ""position"": ""50%""}"
Открой панорамную крышу на щелчок,sunroof_set,"{""action"": ""tilt_open""}"
Режим кондиционера — авто,ac_mode_set,"{""mode"": ""auto""}"
Включи обогрев сидения справа на максимум,seat_heater_set,"{""seat"": ""right"", ""level"": ""high""}"
Подогрей водительское сиденье до средней температуры,seat_heater_set,"{""seat"": ""driver"", ""level"": ""medium""}"
Вентиляция сидений пожалуйста,seat_vent_set,
Отключи вентиляцию кресла пассажира,seat_vent_set,"{""seat"": ""passenger"", ""action"": ""off""}"
Убавь громкость на пять процентов,volume_change,"{""change"": ""decrease"", ""percent"": 5}"
Включи перемешивание всех песен,media_shuffle_set,"{""shuffle"": true}"
Прокладывай маршрут до ближайшей заправки и объедь пробку,nav_start,"{""destination"": ""nearest_gas_station"", ""avoid"": ""traffic""}"
Включи дворники на половинной скорости,wipers_set,"{""speed"": ""medium""}"
Авто-дождь: включи датчик дождя,rain_set,"{""action"": ""on""}"
Поставь радио на волну «Русское радио»,radio_set_station,"{""station"": ""Русское радио""}"
Переключи на USB источник и проиграй плейлист «Дорога»,media_source_set,"{""source"": ""USB"", ""playlist"": ""Дорога""}"
Смешай песни в случайном порядке,media_shuffle_set,"{""shuffle"": ""on""}"
"Найди маршрут до офиса и по возможности избегай платных дорог, пожалуйста",nav_start,"{""destination"": ""office"", ""avoid"": ""tolls""}"
Отмени текущую навигацию и расчисти маршрут,nav_cancel,
Ответь на входящий звонок — да,call_answer,
Положи вызов на удержание и перезвони через минуту,call_hangup,"{""action"": ""hold_and_redial"", ""time_seconds"": 60}"
Включи дворники на интервал одну секунду,wipers_set,"{""mode"": ""interval"", ""interval_seconds"": 1}"
Набери номер техподдержки 8 800 555 35 35,call_start,"{""number"": ""88005553535""}"
Проиграй следующий рэп-трек в очереди,next_track,"{""genre"": ""rap""}"
"Поставь на паузу, я вернусь через минуту",media_pause,"{""duration_seconds"": 60}"
Убавь музыку — разговор в машине,volume_change,"{""change"": ""decrease"", ""reason"": ""conversation""}"
Сделай тише мультимедиа на три деления,volume_change,"{""change"": ""decrease"", ""steps"": 3}"
Переключи источник радио на DAB,media_source_set,"{""source"": ""DAB""}"
Включи обогрев задней части сидений слева,seat_heater_set,"{""seat"": ""rear_left"", ""action"": ""on""}"
Охлади седенье водителя,seat_vent_set,"{""seat"": ""driver"", ""action"": ""on""}"
Нештатный звук — заглуши радио,stop_music,
"Слушай, какая хорошая погода сегодня",chitchat,
"Ты знаешь, какая песня играла в прошлый раз?",chitchat,
"Если будет дождь, включи дворники автоматически",rain_set,"{""action"": ""enable_auto_wipers""}"
Можно окно открыть?,window_set,
"Хочу свежего воздуха, открой окно",window_set,
Поставь кондиционер на двадцать два,ac_set,"{""temperature"": 22}"
Переведи на рециркуляцию,ac_mode_set,"{""mode"": ""recirculation""}"
Холоднее,ac_set,"{""adjust"": ""down""}"
Максимум вентилятора,ac_fan_set,"{""level"": ""max""}"
"Я замёрз, руки мёрзнут",chitchat,
"Открой люк полностью, хочу набрать свежего воздуха",sunroof_set,"{""position"": ""open""}"
Пауза — пожалуйста,media_pause,
Радио FM 101.5,radio_set_station,"{""band"": ""FM"", ""frequency"": ""101.5""}"
Поставь Юмор FM,radio_set,"{""station"": ""Юмор FM""}"
Построй маршрут домой через улицу Берёзовая,nav_start,"{""destination"": ""дом""}"
Установи дальний в авто,high_beam_set,"{""mode"": ""auto""}"
"Брр, очень туманно и пахнет мокрой землёй",chitchat,
Настрой FM на 87.9,radio_set_station,"{""band"": ""FM"", ""frequency"": ""87.9""}"
Громкость минимальная,volume_set,"{""level"": ""min""}"
Перемешай — пусть будет не скучно,media_shuffle_set,"{""shuffle"": true}"
Покажи дорогу к ближайшей парковке,nav_start,"{""destination"": ""парковка""}"
"Ответь на вызов, если слышишь",call_answer,
Приглуши свет фар,headlights_set,"{""state"": ""dim""}"
Включи дворники прерывисто,wipers_set,"{""mode"": ""intermittent""}"
Увеличь подогрев руля,wheel_heater_set,"{""adjust"": ""up""}"
"Спасибо, уютно в салоне",chitchat,
"Открой люк наполовину, пожалуйста — ночной воздух нужен",sunroof_set,"{""position"": ""half""}"
Закрой люк — дети шумят,sunroof_close,
Полностью открой заднее окно,window_set,"{""target"": ""rear"", ""position"": ""open""}"
Опусти правое переднее стекло на одну щелчок,window_set,"{""target"": ""right_front"", ""action"": ""down"", ""amount"": ""one_click""}"
"Включи кондей, градусов восемнадцать",ac_set,"{""temperature"": ""18""}"
Охладь салон на пару градусов,ac_set,"{""delta"": ""-2""}"
