phrase,intent,parameters
Выключи обогрев сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обдув стекол,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Выключи задний обогрев,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на двадцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 20}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Проиграй музыку,play_music,
Останови музыку,stop_music,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Снизь громкость на пятнадцать процентов,volume_change,"{""delta"": -15}"
Установи громкость на 70,volume_set,"{""level"": 70}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Включи радио на частоте 95.0,radio_set,"{""frequency"": ""95.0""}"
Поставь источник на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Как доехать до Кремля?,nav_start,"{""destination"": ""Кремль""}"
Отмени маршрут,nav_cancel,
Позвони Анне,call_start,"{""contact"": ""Анна""}"
Ответь на звонок,call_answer,
Повесь трубку,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи ближний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на высокую скорость,wipers_set,"{""speed"": ""high""}"
Включи режим дождя,rain_set,"{""mode"": ""auto""}"
Как дела?,chitchat,
Привет,chitchat,
Закрой окно у водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой стекло у пассажира на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Открой все окна наполовину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Сделай кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Включи климат-контроль на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Выключи рециркуляцию,ac_mode_set,"{""enabled"": false}"
Включи вентилятор на максимуме,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай вентилятор на низкой скорости,ac_fan_set,"{""level"": 30, ""speed"": ""low""}"
Включи обогрев сиденья у пассажира на 70 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
Поставь обогрев у водителя на максимуме,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентиляцию сиденья у водителя на 50 процентов,seat_vent_set,"{""seat"": ""driver"", ""level"": 50}"
Выключи вентилятор на сиденье пассажира,seat_vent_set,"{""seat"": ""passenger"", ""level"": 0}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи обогрев переднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Открой люк на 60 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 60}"
Закрой люк полностью,sunroof_close,
Поставь радио на 95.5,radio_set,"{""frequency"": ""95.5""}"
Включи следующий трек,next_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Уменьши громкость на 5 процентов,volume_change,"{""delta"": -5}"
Поставь громкость на 80,volume_set,"{""level"": 80}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Включи звук,volume_mute_set,"{""state"": ""off""}"
Переключи на USB,media_source_set,"{""source"": ""usb""}"
Запусти музыку,play_music,
Останови музыку,stop_music,
Ответь на звонок,call_answer,
Позвони Саше,call_start,"{""contact"": ""Саша""}"
Как доехать до ближайшей заправки?,nav_start,"{""destination"": ""ближайшая заправка""}"
Отмени навигацию,nav_cancel,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Увеличь скорость дворников до высокой,wipers_set,"{""speed"": ""high""}"
Сделай дворники на низкой скорости,wipers_set,"{""speed"": ""low""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой окно полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
"Сделай, пожалуйста, стекло на пассажирской стороне немного ниже",window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Увеличь температуру в кондиционере до 25 градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Сделай вентилятор на максимуме,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Поставь обогрев сиденья для пассажира на 70,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
Закрой люк на 50 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Начни навигацию до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Как доехать до ближайшей заправки?,nav_start,"{""destination"": ""ближайшая заправка""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на 5 процентов,volume_change,"{""delta"": -5}"
Включи музыку,play_music,
Останови воспроизведение,stop_music,
Включи радио на частоте 101.5,radio_set,"{""frequency"": ""101.5""}"
Позвони Сергею,call_start,"{""contact"": ""Сергей""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Сделай стеклоочистители на авто,wipers_set,"{""speed"": ""auto""}"
"Привет, как дела?",chitchat,
Закрой окно водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Открой пассажирское окно на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Приоткрой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
"Пожалуйста, закройте все окна",window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Поставь кондиционер на 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Убери кондиционер,ac_mode_set,"{""enabled"": false}"
Сделай потише на десять,volume_change,"{""delta"": -10}"
Поставь громкость на 50%,volume_set,"{""level"": 50}"
Сделай громче на три,volume_change,"{""delta"": 3}"
"Пожалуйста, убавь звук на 5 единиц",volume_change,"{""delta"": -5}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Включи музыку из Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Останови воспроизведение музыки,stop_music,
Следующий трек,next_track,
Сделай громкость на 70 процентов,volume_set,"{""level"": 70}"
Запусти навигацию до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Отмени маршрут,nav_cancel,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Заверши звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Поставь стеклоочистители на авто,wipers_set,"{""speed"": ""auto""}"
Увеличь скорость дворников на максимум,wipers_set,"{""speed"": ""high""}"
Сделай свет фар авто,headlights_set,"{""state"": ""auto""}"
"Привет, как дела?",chitchat,
Какой сегодня день?,chitchat,
Открой окно водителя на сто процентов,window_set,"{""action"": ""open"", ""window"": ""driver"", ""percent"": 100}"
"Пожалуйста, закрой все окна",window_set,"{""action"": ""close"", ""window"": ""all""}"
"Сделай, пожалуйста, окно пассажира наполовину открытым",window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 50}"
Кондиционер на тридцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 30}"
Выключи кондиционер,ac_off,
Установи кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Сделай скорость вентилятора высокой,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев сиденья пассажира на тридцать процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 30}"
Открой люк на семьдесят процентов,sunroof_set,"{""action"": ""open"", ""percent"": 70}"
Закрой люк,sunroof_close,
Выключи дворники на авто,wipers_set,"{""speed"": ""off""}"
Включи дворники на высокой скорости,wipers_set,"{""speed"": ""high""}"
Как доехать до метро?,nav_start,"{""destination"": ""метро""}"
Проложи маршрут до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Сделай громче на пять,volume_change,"{""delta"": 5}"
Поставь громкость на восемьдесят процентов,volume_set,"{""level"": 80}"
"Пожалуйста, переключи на радио",media_source_set,"{""source"": ""radio""}"
Пауза в воспроизведении музыки,media_pause,
Сделай потише на десять процентов,volume_change,"{""delta"": -10}"
Включи свет дальнего света,high_beam_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Звони Сергею,call_start,"{""contact"": ""Сергей""}"
Прими звонок,call_answer,
Повесь трубку,call_hangup,
"Душно в машине, открой окно",window_set,"{""action"": ""open"", ""window"": ""all""}"
"Мне холодно, поставь на двадцать два",ac_set,"{""state"": ""on"", ""temperature"": 22}"
Сделай громкость максимальной,volume_set,"{""level"": 100}"
Закрой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Открой стекло у пассажира,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
"Можно, пожалуйста, закрыть все окна?",window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой все окна на сто процентов,window_set,"{""action"": ""open"", ""window"": ""all"", ""percent"": 100}"
Поставь кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи климат на 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Установи уровень вентилятора на 70,ac_fan_set,"{""level"": 70, ""speed"": ""medium""}"
Включи обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Сделай обогрев сиденья пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Открой люк на 80 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 80}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Включи музыку,play_music,
Останови музыку,stop_music,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Убавь громкость на 5 единиц,volume_change,"{""delta"": -5}"
Переключи на радио 102.5,radio_set,"{""frequency"": ""102.5""}"
Поставь трек следующей песни,next_track,
Как доехать до метро?,nav_start,"{""destination"": ""метро""}"
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Как дела?,chitchat,
"Душно в машине, включи кондиционер",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Сделай громче на 15 процентов,volume_set,"{""level"": 85}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Выключи дворники,wipers_set,"{""speed"": ""off""}"
Включи режим дождя на автомате,rain_set,"{""mode"": ""auto""}"
Выключи рециркуляцию,ac_mode_set,"{""enabled"": false}"
Переключи на USB,media_source_set,"{""source"": ""usb""}"
Включи режим повтора для этой песни,media_repeat_set,"{""mode"": ""one""}"
Как доехать до Аэропорта?,nav_start,"{""destination"": ""Аэропорт""}"
Приоткрой стекло у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой окно пассажира, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""passenger""}"
"Сделай в салоне потеплее, включи кондиционер на двадцать градусов",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Увеличь уровень обдува кондиционера до 75,ac_fan_set,"{""level"": 75, ""speed"": ""medium""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Поставь радио на частоту 95.5,radio_set,"{""frequency"": ""95.5""}"
Можно переключить на Bluetooth?,media_source_set,"{""source"": ""bluetooth""}"
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Позвони моему брату,call_start,"{""contact"": ""брат""}"
Включи обогрев сиденья пассажира на полную мощность,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Сделай погромче на пять процентов,volume_change,"{""delta"": 5}"
Закрой люк,sunroof_close,
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Включи фары,headlights_set,"{""state"": ""on""}"
Громкость на уровне 50,volume_set,"{""level"": 50}"
Открой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
Можно сделать меньше громкость?,volume_change,"{""direction"": ""down""}"
Открой люк на 40 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 40}"
Переключи на следующую песню,next_track,
Как дела?,chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Поставь окно пассажира на 30 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Сделай холоднее, выставь кондиционер на 18 градусов",ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Переключи режим кондиционера на рециркуляцию,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора до 70,ac_fan_set,"{""level"": 70, ""speed"": ""medium""}"
Включи обогрев сиденья пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Закрой люк,sunroof_close,
Запусти навигацию до Москвы,nav_start,"{""destination"": ""Москва""}"
Как доехать до ближайшего кафе?,nav_start,"{""destination"": ""ближайшее кафе""}"
Позвони Петру,call_start,"{""contact"": ""Петр""}"
Прими входящий вызов,call_answer,
Заверши звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Сделай громче на 5,volume_change,"{""delta"": 5}"
Поставь громкость на 75 процентов,volume_set,"{""level"": 75}"
Включи радио на 101.5,radio_set,"{""frequency"": ""101.5""}"
Проиграй следующую композицию,next_track,
Как дела?,chitchat,
Открой окно водителя на половину,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 50}"
Закрой все окна полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Можно открыть пассажирское стекло?,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Приоткрой заднее окно на десять процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 10}"
Закрой окно у водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Включи кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи климат-контроль,ac_off,
Установи кондиционер на 25 градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Сделай температуру 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Установи обдув на средний,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Поставь на радио частоту 92.7,radio_set,"{""frequency"": ""92.7""}"
Включи музыку,play_music,
Останови музыку,stop_music,
Сделай громче на три,volume_change,"{""delta"": 3}"
Уменьши громкость на 10%,volume_change,"{""direction"": ""down""}"
Включи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Переключи на следующий трек,next_track,
Прекрати воспроизведение,media_pause,
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
"Навигатор, отменить маршрут",nav_cancel,
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Закончи разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Дай немного музыки,chitchat,
Что ты думаешь о погоде?,chitchat,
"Жарко, включи кондиционер",ac_set,"{""state"": ""on"", ""temperature"": 24}"
"Мне душно, открой окно",window_set,"{""action"": ""open"", ""window"": ""all""}"
Включи обогрев сидения пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Поставь обогрев сидения на 50%,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Установи скорость дворников на авто,wipers_set,"{""speed"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой стекло пассажирской стороны,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Открой все окна наполовину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
Закрой окошко полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Установи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи климат на 18,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора на 50,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Сделай обогрев сиденья пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Включи обогрев сиденья водителя на 30 процентов,seat_heater_set,"{""seat"": ""driver"", ""level"": 30}"
Поставь кондиционер на 26 градусов,ac_set,"{""state"": ""on"", ""temperature"": 26}"
Включи обогрев сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 70}"
Выключи обогрев сидений,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обдув лобового стекла,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк,sunroof_close,
Сделай погромче на 10,volume_change,"{""delta"": 10}"
Уменьши громкость на 5,volume_change,"{""delta"": -5}"
Сделай громче,volume_change,"{""direction"": ""up""}"
Выключи музыку,stop_music,
Включи музыку,play_music,
Поставь радио на 98.5,radio_set,"{""frequency"": ""98.5""}"
Как доехать до ближайшего ресторана?,nav_start,"{""destination"": ""ближайший ресторан""}"
Отмени навигацию,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Поставь режим дождя на авто,rain_set,"{""mode"": ""auto""}"
Включи подогрев руля,wheel_heater_set,"{""state"": ""on""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Открой окно водителя на двадцать процентов,window_set,"{""action"": ""open"", ""window"": ""driver"", ""percent"": 20}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой пассажирское стекло,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 10}"
Поставь кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи климат-контроль,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Включи обогрев сиденья пассажира на 80 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 80}"
Выключи обогрев сидений,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Поставь громкость на уровень 50,volume_set,"{""level"": 50}"
Уменьши громкость на восемь,volume_change,"{""delta"": -8}"
Переключи на следующую песню,next_track,
Пауза музыки,media_pause,
Подключи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Как доехать до Москвы?,nav_start,"{""destination"": ""Москва""}"
Отмени маршрут,nav_cancel,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Как дела?,chitchat,
"Жарко, включи кондиционер",ac_set,"{""state"": ""on"", ""temperature"": 25}"
Сделай громкость тише,volume_change,"{""direction"": ""down""}"
Поставь музыку на повтор,media_repeat_set,"{""mode"": ""one""}"
Закрой люк,sunroof_close,
Открой люк на половину,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Увеличь скорость вентиляторов до максимума,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
"Сделай на меньше, чуть помедленнее",ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Выключи задний обогрев,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Включи передний обогрев,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Сделай обогрев сиденья водителя на 30,seat_heater_set,"{""seat"": ""driver"", ""level"": 30}"
Куда ты едешь?,chitchat,
Открой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой пассажирское стекло,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
"Душно в машине, закрой окно",window_set,"{""action"": ""close"", ""window"": ""driver""}"
Сделай кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Включи климат на двадцать два,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Поставь кондиционер на обдув,ac_mode_set,"{""enabled"": true}"
Добавь громкости на пятнадцать,volume_change,"{""delta"": 15}"
Сделай потише на десять,volume_change,"{""delta"": -10}"
Поставь громкость на 50%,volume_set,"{""level"": 50}"
Включи радио на частоте 95.5,radio_set,"{""frequency"": ""95.5""}"
Переключи на следующий трек,next_track,
Поставь USB в источник,media_source_set,"{""source"": ""usb""}"
Позвони Александру,call_start,"{""contact"": ""Александр""}"
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Включи фары,headlights_set,"{""state"": ""on""}"
"Пожалуйста, выключи обогрев сиденья пассажира",seat_heater_set,"{""seat"": ""passenger"", ""level"": 0}"
Увеличь обдув до максимума,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Как твои дела?,chitchat,
"Пожалуйста, открой окно у водителя",window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло пассажира на 30 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Сделай кондиционер холоднее до 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Поставь обогрев сиденья пассажира на 70%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
Сделай вентилятор кондиционера на максимум,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев переднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Сделай громче музыку на 10,volume_change,"{""delta"": 10}"
Прибавь громкость на 5%,volume_change,"{""direction"": ""up""}"
Сделай тише на 15,volume_change,"{""delta"": -15}"
Останови музыку,stop_music,
Следующий трек,next_track,
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Поставь частоту на 94.0,radio_set,"{""frequency"": ""94.0""}"
Запусти навигацию до музея,nav_start,"{""destination"": ""музей""}"
Отмени маршрут,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Повесь трубку,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Переключи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Как дела?,chitchat,
"Жарко, включи кондиционер",ac_set,"{""state"": ""on"", ""temperature"": 24}"
"Пожалуйста, выключи свет",high_beam_set,"{""state"": ""off""}"
Открой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло пассажира на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Закрой окно сзади полностью,window_set,"{""action"": ""close"", ""window"": ""rear""}"
Сделай кондиционер холоднее до 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи климат-контроль на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Запусти обдув на максимум,ac_mode_set,"{""enabled"": true}"
Установи обогрев сиденья пассажира на 50%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи обогрев сиденья водителя на полную мощность,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Поставь вентилятор на низкую скорость,ac_fan_set,"{""level"": 20, ""speed"": ""low""}"
Выключи дворники,wipers_set,"{""speed"": ""off""}"
Включи фары,headlights_set,"{""state"": ""on""}"
Запусти навигацию до ближайшего ресторана,nav_start,"{""destination"": ""ближайший ресторан""}"
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Позвони Анне,call_start,"{""contact"": ""Анна""}"
"Привет, как дела?",chitchat,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Выключи музыку,stop_music,
Установи уровень громкости на 75%,volume_set,"{""level"": 75}"
Включи радиостанцию 101.5 FM,radio_set_station,"{""station"": ""101.5 FM""}"
Приоткрой окно у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Можно открыть пассажирское окно полностью?,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Поставь кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Включи обогрев сиденья пассажира на пятьдесят процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Поставь на максимальную скорость вентилятора,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Убавь громкость на пять процентов,volume_change,"{""delta"": -5}"
Сделай музыку тише,volume_change,"{""direction"": ""down""}"
Включи музыку,play_music,
Останови музыку,stop_music,
Переключи на следующую композицию,next_track,
Настрой радио на частоту восемьдесят семь и пять,radio_set,"{""frequency"": ""87.5""}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Как добраться до ближайшей заправки?,nav_start,"{""destination"": ""ближайшая заправка""}"
Позвони Сереже,call_start,"{""contact"": ""Сережа""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Сделай свет на авто авто,headlights_set,"{""state"": ""auto""}"
"Привет, как дела?",chitchat,
Закрой окно водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой стекло на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 20}"
Открой все окна наполовину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
"Пожалуйста, закрой окно у пассажира",window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Сделай кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи климат-контроль,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Поставь обдув на максимальную мощность,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Открой люк на тридцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 30}"
Закрой люк,sunroof_close,
Сделай громче на пять,volume_change,"{""delta"": 5}"
Уменьши громкость на десять процентов,volume_change,"{""delta"": -10}"
Сделай погромче,volume_change,"{""direction"": ""up""}"
Включи музыку,play_music,
Останови музыку,stop_music,
Следующий трек,next_track,
